url,abstract,short_abstract,t5_sum
Jan_IV_van_Brabant,"Jan IV van Brabant (Atrecht, 11 juni 1403 – Brussel, 17 april 1427) was hertog van Brabant en Limburg van 1415 tot aan zijn dood. Hij was de oudste zoon van Anton van Bourgondië en Johanna van Saint-Pol.","Jan IV van Brabant (Atrecht, 11 juni 1403 — Brussel, 17 april 1427) was hertog van Brabant en Limburg van 1415 tot aan zijn dood. Hij was de oudste zoon van Anton van Bourgondië en Johanna van Saint-Pol.",Jan IV van brabant was hertog van brabant en limburg van 1415 tot aan zijn dood. hij was de oudste zoon van Anton van Bourgondi<unk> en Johanna van saint-pol.
Australopithecus,"Australopithecus (letterlijk ""zuidelijke aap"", van het Latijnse australis, zuidelijk, en het Oudgriekse πίθηκος, aap), is een uitgestorven geslacht van mensachtigen dat leefde tussen 4,3 en 2 miljoen jaar geleden. De naam werd in 1925 door Raymond Dart gegeven aan een soort waartoe een klein schedeltje behoorde dat hij had gevonden in een grote bak met fossielen die in 1924 uit de leisteengroeve van Taung (Zuid-Afrika) waren opgegraven. Het kreeg als bijnaam het Taung kind, naar de plaats waar het schedeltje was gevonden, en ook omdat het waarschijnlijk aan een erg jong exemplaar had toebehoord. De vondst werd eerst afgedaan als behorende tot een uitgestorven mensaap, maar na de vondst van fossielen in 1947 bij Sterkfontein en Pretoria, in Zuid-Afrika, die blijkbaar tot dezelfde soort behoorden, onderkende men dat dit dier bepaalde kenmerken had die het meer op een mens dan op een (mens)aap deden lijken. Niet alleen had Australopithecus zich kennelijk op twee benen voortbewogen, ook het gebit had kenmerken die meer mensachtig dan aapachtig waren. De hoektanden waren kleiner dan bij een (mens)aap gebruikelijk is, en ook de gebitsboog was ovaler dan de duidelijke 'U' vorm die voor apen kenmerkend is.","Australopithecus (letterlijk \""zuidelijke aap\"", van het Latijnse australis, zuidelijk, en het Oudgriekse πίθηκος, aap), is een uitgestorven geslacht van mensachtigen dat leefde tussen 4,3 en 2 miljoen jaar geleden.","Australopithecus is een uitgestorven geslacht van mensachtigen die leefde tussen 4,3 en 2 miljoen jaar geleden. de naam werd in 1925 door Raymond Dart gegeven aan een soort waartoe een klein schedeltje behoorde dat hij in 19"
Notam,"NOTAM komt van het Engels Notice to Airmen. Een notam is een bericht dat kritische informatie bevat over een luchthaven of luchtruim, waarbij die informatie ofwel van tijdelijke aard is, ofwel nog niet bekend was bij het opmaken van vliegkaarten of bij het publiceren van luchthavengebonden boeken en publicaties. Deze informatie kan van alles bevatten wat enigszins van belang is voor de piloot (bijvoorbeeld of een landingsbaan tijdelijk gesloten is, of dat er onderweg obstakels zullen zijn, zoals parachutespringers). Voor elke vlucht zal een piloot voor het vertrek alle notams opvragen van de luchthaven(s) die hij nodig zal of zou kunnen hebben.","NOTAM komt van het Engels Notice to Airmen of Notice to Air Missions. Een notam is een bericht dat kritische informatie bevat over een luchthaven of luchtruim, waarbij die informatie ofwel van tijdelijke aard is, ofwel nog niet bekend was bij het opmaken van vliegkaarten of bij het publiceren van luchthavengebonden boeken en publicaties. Deze informatie kan van alles bevatten wat enigszins van belang is voor de piloot (bijvoorbeeld of een landingsbaan tijdelijk gesloten is, of dat er onderweg obstakels zullen zijn, zoals parachutespringers).","NOTAM komt van het Engels Notice to Airmen. Een notam is een bericht dat kritische informatie bevat over een luchthaven of luchtruim, waarbij die informatie ofwel van tijdelijke aard is, ofwel nog niet bekend was bij het opmaken v"
Opsterland,"Opsterland (Geluidsfragment  ) (Fries: Opsterlân (Geluidsfragment  )) is een gemeente in de Nederlandse provincie Friesland. De gemeente telt 29.883 inwoners (1 mei 2014, bron: CBS) en heeft een oppervlakte van 227,68 km².","Opsterland ( (info / uitleg)) (Fries: Opsterlân ( (info / uitleg))) is een gemeente in de Nederlandse provincie Friesland. De gemeente telt 29.787 inwoners (31 januari 2022, bron: CBS) en heeft een oppervlakte van 227,68 km².","Opsterland (Geluidsfragment)) is een gemeente in de Nederlandse provincie Friesland. de gemeente telt 29.883 inwoners (1 mei 2014) en heeft een oppervlakte van 227,68 km2."
Water/cementfactor,"De water/cementfactor (afgekort: W/C of wcf) is de verhouding van de hoeveelheid water tot de hoeveelheid cement in een betonmengsel, en is in praktijk dé factor die allerlei betoneigenschappen bepaalt. Deze factor werd voor het eerst beschreven door de Amerikaanse onderzoeker Duff A. Abrams.","De water/cementfactor (afgekort: W/C of wcf) is de verhouding van de hoeveelheid water tot de hoeveelheid cement in een betonmengsel, en is in praktijk dé factor die allerlei betoneigenschappen bepaalt. Deze factor werd voor het eerst beschreven door de Amerikaanse onderzoeker Duff A. Abrams.",de water/cementfactor is de verhouding van de hoeveelheid water tot de hoeveelheid cement in een betonmengsel. deze factor werd voor het eerst beschreven door de Amerikaanse onderzoeker Duff A. Abrams.
Erik_Bang,"Erik Bang ( 25 oktober 1944 – ) is een Deens schaker. Bang werd geboren in Horsens ( Jutland). Hij leerde schaken toen hij 13 jaar was en in 1963 werd hij jeugd kampioen. In 1968 begon Bang met correspondentieschaak en speelde hij met wisselend succes in een aantal toernooien. Hij speelde ook in de Schaakolympiade. Hij is grootmeester correspondentieschaken. In het ""Axelson memorial"" werd hij tweede achter Tõnu Õim en in het 13e toernooi om het wereldkampioenschap werd hij tweede na Michail Oemanski. Hij is geen wereldkampioen geworden, maar hij heeft wel kampioenen verslagen. Zo won hij ooit van Horst Rittner, van Jacob Estrin, van Michail Oemanski, van Fritz Baumbach, van Vladimir Zagorovsky en van Tonu Oim.Erik speelt nu ( 2004 in het ""Hans-Werner von Massow Memorial"" maar dat kan best een paar jaar duren... In de schaakdatabank Simbase staan 202 partijen die door Erik Bang gespeeld zijn. Het zijn voornamelijk corespondentiepartijen. De peildatum is maart 2004 en Erik won 84 partijen, verloor er 33 en speelde 85 remises. Het winstpercentage bedraagt 62. Als witspeler opent Eric bijna altijd met 1.d4 en met zwart speelt hij graag de schaakopening Spaans.","Erik Bang (Horsens, 25 oktober 1944) is een Deens schaker met FIDE-rating 2290 in 2017. Bang werd geboren in Horsens (Jutland). Hij leerde schaken toen hij 13 jaar was en in 1963 werd hij jeugdkampioen. In 1968 begon Bang met correspondentieschaak en speelde hij met wisselend succes in een aantal toernooien. Hij speelde ook in de Schaakolympiade. Hij is sinds 1979 een grootmeester correspondentieschaken (GMc).",Erik Bang ( 25 oktober 1944 – ) is een Deens schaker. hij leerde schaken toen hij 13 jaar was en in 1963 werd hij jeugd kampioen. hij speelde wisselend succes in een aantal toernooien.
Erotiek,"Erotiek is het geheel van de liefdegevoelens (Van Dale). Het kan ook gezien worden als een vorm van seksualiteit waarbij de nadruk niet meteen ligt op geslachtsgemeenschap maar op de gevoelens eromheen, vooral op het opbouwen van verlangen naar geslachtsgemeenschap. Het woord erotiek is afgeleid van Eros een god van de liefde uit de Griekse mythologie. Maar Sigmund Freud was degene die het begrip als eerste gebruikte voor zijn idee van gesublimeerde seksualiteit.","Erotiek is het geheel van de liefdegevoelens (Van Dale). Het kan ook gezien worden als een vorm van seksualiteit waarbij de nadruk niet meteen ligt op geslachtsgemeenschap maar op de gevoelens eromheen, vooral op het opbouwen van verlangen naar geslachtsgemeenschap. Het woord erotiek is afgeleid van Eros een god van de liefde uit de Griekse mythologie. Maar Sigmund Freud was degene die het begrip als eerste gebruikte voor zijn idee van gesublimeerde seksualiteit.",Erotiek is het geheel van de liefdegevoelens (Van Dale) het kan ook gezien worden als een vorm van seksualiteit waarbij de nadruk niet meteen ligt op geslachtsgemeenschap maar op de gevoel
Benthuizen,Benthuizen is een dorp in de Zuid-Hollandse gemeente Alphen aan den Rijn ten noordoosten van Zoetermeer. De plaats telt ongeveer 3300 inwoners (2010). Een bezienswaardigheid in Benthuizen is de molen De Haas.,"Benthuizen is een dorp in de gemeente Alphen aan den Rijn, in de Nederlandse provincie Zuid-Holland. Benthuizen ligt ten noordoosten van Zoetermeer en telt ongeveer 3.575 inwoners (2021). Een bezienswaardigheid in Benthuizen is de korenmolen De Haas uit 1772.",Benthuizen is een dorp in de Zuid-Hollandse gemeente Alphen aan den Rijn ten noordoosten van Zoetermeer.
Stadsregio_Arnhem_Nijmegen,"Stadsregio Arnhem Nijmegen (SAN), voorheen Knooppunt Arnhem-Nijmegen (KAN), is sinds 1988 een samenwerkingsverband, van 2006 tot en met 2014 als plusregio, tussen een aantal gemeenten in het oosten van Nederland, met als doel het behouden en versterken van de kwaliteiten van het gebied om daarmee bewoners en bedrijven te binden aan deze regio. De stadsregio richt zich met name op het ontwikkelen van beleid met betrekking tot verkeer en vervoer, economische ontwikkeling, wonen, ruimtelijke ontwikkeling en milieu.De regio telt 738.700 inwoners (1 januari 2012) op ruim 1000 km² en vormt daarmee - tezamen met Twente, Zuid-Limburg en de regio Eindhoven - een van de vier grote stedelijke agglomeraties buiten de Randstad.","De Stadsregio Arnhem Nijmegen (SAN), voorheen Knooppunt Arnhem-Nijmegen (KAN), was sinds 1988 een samenwerkingsverband, van 2006 tot en met 2014 als plusregio, tussen een aantal gemeenten in het oosten van Nederland, met als doel het behouden en versterken van de kwaliteiten van het gebied om daarmee bewoners en bedrijven te binden aan deze regio. De stadsregio richtte zich met name op het ontwikkelen van beleid met betrekking tot verkeer en vervoer, economische ontwikkeling, wonen, ruimtelijke ontwikkeling en milieu.De regio telt 738.700 inwoners (1 januari 2012) op ruim 1000 km² en vormde daarmee − tezamen met Twente, Zuid-Limburg en de regio Eindhoven − een van de vier grote stedelijke agglomeraties buiten de Randstad. Per 1 januari 2015 zijn de verkeer- en vervoertaken en per 1 januari","SAN is sinds 1988 een samenwerkingsverband, van 2006 tot en met 2014 als plusregio, tussen een aantal gemeenten in het oosten van Nederland. de stadsregio richt zich met name op het ontwikkelen van beleid met betrekking tot verkee"
Cartoonfestival_Knokke-Heist,"Het Cartoonfestival Knokke-Heist is een jaarlijks, internationaal festival te Knokke-Heist waarbij bezoekers de cartoons van over de hele wereld kunnen aanschouwen. Tijdens het festival worden ook diverse prijzen uitgereikt waarvan de Gouden Hoed de belangrijkste is. Verder worden er ook een Zilveren Hoed en een Bronzen Hoed uitgereikt.","Het Cartoonfestival Knokke-Heist is een jaarlijks, internationaal festival te Knokke-Heist waarbij bezoekers de cartoons van over de hele wereld kunnen aanschouwen. Tijdens het festival worden ook diverse prijzen uitgereikt waarvan de Gouden Hoed de belangrijkste is. Verder worden er ook een Zilveren Hoed en een Bronzen Hoed uitgereikt.","het Cartoonfestival Knokke-Heist is een jaarlijks, internationaal festival te Knokke-Heist waarbij bezoekers de cartoons van over de hele wereld kunnen aanschouwen."
Kiekendieven,"Kiekendieven zijn slanke, middelgrote roofvogels van de onderfamilie Circinae die bij de echte roofvogels (stootvogels) (Accipitridae of havikachtigen) behoren. Wereldwijd zijn er dertien soorten Kiekendieven die samen het geslacht (genus) Circus vormen binnen de onderfamilie Circinae. De Kiekendieven onderscheiden zich onder andere van de andere (dag)roofvogels, doordat het bijna allemaal grondbroedvogels zijn, met andere woorden ze maken geen nest in bomen, maar op de grond. In Nederland en België komen drie soorten als broedvogel voor: de blauwe kiekendief, de bruine kiekendief en de grauwe kiekendief. De geslachtsnaam Circus verwijst naar de cirkelvormige bewegingen die het mannetje en vrouwtje uitvoeren tijdens hun baltsvlucht.","Kiekendieven zijn slanke, middelgrote roofvogels van de onderfamilie Circinae die bij de echte roofvogels (stootvogels) (Accipitridae of havikachtigen) behoren. Wereldwijd zijn er dertien soorten Kiekendieven die samen het geslacht (genus) Circus vormen binnen de onderfamilie Circinae. De Kiekendieven onderscheiden zich onder andere van de andere (dag)roofvogels, doordat het bijna allemaal grondbroedvogels zijn, met andere woorden ze maken geen nest in bomen, maar op de grond. In Nederland en België komen drie soorten als broedvogel voor: de blauwe kiekendief, de bruine kiekendief en de grauwe kiekendief. De geslachtsnaam Circus verwijst naar de cirkelvormige bewegingen die het mannetje en vrouwtje uitvoeren tijdens hun .","Kiekendieven zijn slanke, middelgrote roofvogels van de onderfamilie Circinae die bij de echte roofvogels (stootvogels) (accipitridae of havikachtigen) behoren."
Het_Absolute,"Het Absolute is een term die verwijst naar een zijn dat de beperktheid en geconditioneerdheid van het dagelijks bestaan overstijgt (transcendeert). Vaak wordt ermee naar het 'goddelijke' of 'god' verwezen, alhoewel niet exclusief. In zijn algemeenheid is het als filosofisch concept een aanduiding voor het Zijn als meest volledige en coherente entiteit. Het streven de wereld in zijn wezen te vatten, op zoek te gaan naar de grond, de oorzaak van alle verschijnselen heeft filosofen in alle tijden ertoe aangezet de ons omringende werkelijkheid terug te brengen tot voor onze geest vatbare dimensies. Hoewel de term 'het absolute' als zodanig in de antieke filosofie niet bekend was, is zij doordrongen met termen als oerstof ofwel substantie (bijvoorbeeld Thales, Anaximenes) geest, idee (resp. Anaxagoras, Plato) in een poging de wereld te herleiden tot een beginsel. Met de 15e-eeuwse geleerde Nicolaus Cusanus krijgt de term 'het absolute' in den beginne de betekenis die vandaag de dag nog geldig is: datgene wat door zichzelf bepaald in zichzelf volledig is. De term wordt gebruikt voor God als het onvoorwaardelijke, in tegenstelling tot het beperkte en eindige.","Het Absolute is een hogere macht die het dagelijks bestaan overstijgt (transcendeert). Daarmee staat het tegenover een . Vaak wordt ermee naar het goddelijke of god verwezen, alhoewel niet exclusief. In zijn algemeenheid is het als filosofisch concept een aanduiding voor het Zijn als meest volledige en coherente entiteit.",'het absolute' is een term die verwijst naar een zijn dat de beperktheid en geconditioneerdheid van het dagelijks bestaan overstijgt (transcendeert) vaak wordt ermee naar het 'goddelijke' of 'god'
524,Het jaar 524 is het 24e jaar in de 6e eeuw volgens de christelijke jaartelling.,Het jaar 524 is het 24e jaar in de 6e eeuw volgens de christelijke jaartelling.,het jaar 524 is het 24e jaar in de 6e eeuw volgens de christiane jaartelling. het jaar 524 is het 24e jaar in de 6e eeuw.
Krant,"Een krant (vroeger courant en ook wel gazet genoemd) is een regelmatig verschijnende publicatie, meestal op papier gedrukt, waarin nieuws wordt opgenomen. Een moderne krant heeft drie basisfuncties: Daarnaast heeft elke krant ook nog een aantal nevenfuncties, zoals de lezers ontspanning bieden. Dikwijls wordt het begrip krant gebruikt als synoniem voor dagblad. Dit is feitelijk niet juist. Zoals de naam al aangeeft verschijnt een dagblad dagelijks (doorgaans met uitzondering van zondag), terwijl sommige kranten minder frequent verschijnen. Elk dagblad is dus ook een krant, maar niet elke krant is een dagblad. In informele Belgisch-Nederlandse spreektaal wordt een krant soms ook gazet (Bijvoorbeeld Gazet van Antwerpen) genoemd. Doorgaans wordt er onderscheid gemaakt tussen algemene kranten en gespecialiseerde kranten. De meeste dagbladen zijn een voorbeeld van de eerste soort, kranten als Cobouw en het Agrarisch Dagblad zijn voorbeelden van de tweede soort. Sommige van de huidige dagbladen zijn als krant begonnen. In de titel is dit soms nog terug te vinden. Een voorbeeld hiervan is de Leeuwarder Courant; op 29 juli 1752 voor het eerst verschenen als Leeuwarder Saturdagse Courant. De Belgische krant Het Nieuwsblad verschijnt wel op zondag. Een voorbeeld van een krant die niet als dagblad verschijnt, is Le Monde diplomatique, die maandelijks uitkomt. Een recent fenomeen zijn de gratis kranten, die de laatste jaren qua oplage de betaalde kranten naar de kroon steken. In Nederland zijn dat de Sp!ts en de Metro. België kent enkel Metro, dat zowel in een Franstalige als een Nederlandstalige versie verschijnt.","Een krant (vroeger: courant; ook wel: nieuwsblad of gazet) is een regelmatig verschijnende publicatie, meestal op papier gedrukt, waarin nieuws wordt opgenomen. Een moderne krant heeft drie basisfuncties: Daarnaast heeft elke krant ook nog een aantal nevenfuncties, zoals de lezers ontspanning bieden. Doorgaans wordt er onderscheid gemaakt tussen algemene kranten (kranten die over van alles gaan) en gespecialiseerde kranten (kranten die meer over één onderwerp gaan). De meeste dagbladen zijn een voorbeeld van de eerste soort, kranten als Cobouw en het zijn voorbeelden van de tweede soort.","een krant (vroeger courant en ook wel gazet genoemd) is een regelmatig verschijnende publicatie, meestal op papier gedrukt, waarin nieuws wordt opgenomen. elke krant heeft ook nog een aantal n"
Lilian_Baels,"Mary Lilian Henriette Lucie Josephine Ghislaine Baels (Londen, 28 november 1916 – Brussel, 7 juni 2002), prinses van België, prinses van Retie, was de tweede echtgenote van de Belgische koning Leopold III.","Mary Lilian Henriette Lucie Josephine Ghislaine Baels (Londen, 28 november 1916 – Brussel, 7 juni 2002), prinses van België, prinses van Retie, was de tweede echtgenote van de Belgische koning Leopold III. Zij zag op eigen verzoek af van de titel koningin der Belgen.",Mary Lilian henriette lucie Josephine Ghislaine baels was de tweede echtgenote van de Belgische koning leopold III.
Galwespen,"Galwespen (superfamilie Cynipoidea) zijn een groep vliesvleugelige insecten, die met een lange legboor hun eitjes in planten leggen, waarna gallen ontstaan. Ze moeten niet verward worden met de galmuggen, die ook gallen maken maar tot een andere orde behoren (tweevleugeligen).","Galwespen (superfamilie Cynipoidea) zijn een groep vliesvleugelige insecten, die met een lange legboor hun eitjes in planten leggen, waarna gallen ontstaan. Ze moeten niet verward worden met de galmuggen, die ook gallen maken maar tot een andere orde behoren (tweevleugeligen).","galwespen (superfamilie Cynipoidea) zijn een groep vliesvleugelige insecten, die met een lange legboor hun eitjes in planten leggen, waarna gallen ontstaan."
Tex_Avery,"Frederick Bean Avery (Taylor (Texas), 26 februari 1908 – Burbank (Californië), 26 augustus 1980), beter bekend onder zijn bijnaam Tex Avery, was een Amerikaanse animator en tekenfilmregisseur. Hij was de geestelijke vader van onder andere Bugs Bunny, Porky Pig, Daffy Duck en Droopy.","Frederick Bean Avery (Taylor (Texas), 26 februari 1908 – Burbank (Californië), 26 augustus 1980), beter bekend onder zijn bijnaam Tex Avery, was een Amerikaanse animator en tekenfilmregisseur. Hij was de geestelijk vader van onder andere Bugs Bunny, Porky Pig, Daffy Duck, Droopy, , , en .","Frederick bean avery (taylor (texas), 26 februari 1908 – burbank (california), 26 augustus 1980) was een amerikaanse animator en tekenfilmregisseur. hij was de geestelijke vader van onder andere Bugs Bunny, Porky Pig, daffy duck en droopy."
Poaskearls,"De Poaskearls (""Paaskerels"") zijn acht katholieke, jonge (allemaal rond de 20), mannelijke ongetrouwden uit Ootmarsum in Twente, die een belangrijke rol spelen in de folklore en gebruiken van het Paasfeest aldaar. Wanneer de Carnaval is afgelopen beginnen zij met de voorbereidingen voor het Paasfeest. Zij zijn te herkennen aan hun lange beige regenjas, zwarte broek en hoed. Het fenomeen Poaskearls bestaat al lang in Ootmarsum. Er is geen algemeen geldende theorie over het ontstaan en de betekenis van hun paasgebruiken. Al in 1840 wordt het vlöggeln genoemd in de bronnen. De oorsprong van het gebruik is duister. Op 15 maart 2015 is deze traditie op de Nationale Inventaris Immaterieel Cultureel Erfgoed in Nederland geplaatst.","De Poaskearls (\""Paaskerels\"") zijn acht jongelui die een belangrijke rol spelen in de folklore en gebruiken van het Paasfeest in Ootmarsum. Wanneer het carnaval is afgelopen beginnen zij met de voorbereidingen voor het Paasfeest. Zij zijn te herkennen aan hun lange beige regenjas, zwarte broek en hoed.","de Poaskearls (""Paaskerels"") zijn acht katholieke, jonge (allemaal rond de 20), mannelijke ongetrouwden uit Ootmarsum in Twente, die een belangrijke rol spelen in de folklore en gebruiken van het Paasfeest"
Nationaal_park_Maria_Island,"Het Nationaal park Maria Island is een nationaal park in Australië, gelegen aan de oostkust van Tasmanië, 85 kilometer van Hobart.","Het Nationaal park Maria Island is een nationaal park in Australië, gelegen aan de oostkust van Tasmanië, 85 kilometer van Hobart.","het Nationaal park Maria island is een nationaal park in australi<unk>, gelegen aan de oostkust van Tasmani<unk>, 85 kilometer van hobart."
Daslook,"De daslook (Allium ursinum) is een plant uit de lookfamilie (Alliaceae). Het is een vrij zeldzame soort in België en Nederland. De soort is in Nederland wettelijk beschermd. De soortaanduiding ursinum (= van de beren, Ursus = beer) is ontstaan door het oude bijgeloof dat beren na hun winterslaap zich eerst aan deze plant tegoed deden. Dit is er ook de oorzaak dat de plant af en toe ook berenlook (en in het Duits Bärlauch) wordt genoemd. De naam daslook kan afgeleid zijn van dassen, die vroeger onder deze planten hun hol hadden. De ovale bladeren zijn 3-5 cm breed, donkergroen en parallelnervig. De bloemen hebben zes witte bloemdekbladen en zijn in losse bolvormige schermen gegroepeerd. De plant bloeit van april tot juni, soms tot juli. Na juli verdwijnt het bovengrondse deel van de plant volledig en blijft enkel de ondergrondse bloembol over. De plant wordt 30-40 cm hoog. De plant groeit vaak in groepen.De bloem bevat zes meeldraden en een driedelige stamper. Deze zijn omgeven door zes breed ovale bloemdekbladen. De zaden zijn zwartbruin.","De daslook (Allium ursinum) is een plant uit de narcisfamilie (Amaryllidaceae). Het is in België en Nederland een vrij algemene soort die sinds 1950 is gelijk gebleven of toegenomen. De ovale bladeren zijn 3–5 cm breed, donkergroen en parallelnervig.","het is een vrij zeldzame soort in Belgi<unk> en Nederland. De soort is in Nederland wettelijk beschermd. de naam daslook kan afgeleid zijn van dassen, die vroeger onder deze plant hadden."
Held,"Een held (mannelijk) of heldin (vrouwelijk) is een bestaand, fictief of historisch persoon die, wanneer geconfronteerd met gevaar en rampspoed of vanuit een zwakke positie, moed en de bereidheid tot zelfopoffering betoont voor een grotere zaak. Aanvankelijk had dit heldendom vaak te maken met strijd of het uitblinken in iets, maar later werd dit uitgebreid tot een meer algemeen moreel uitblinken. Verhalen van heldenmoed kunnen dienen als morele voorbeelden. In de klassieke oudheid speelden heldencultussen met de verering van vergoddelijkte helden zoals Herakles, Perseus, Kadmos en Achilles een belangrijke rol in de Oud-Griekse religie. Heersers en politici hebben zowel in de oudheid als in de hedendaagse wereld de verering van helden ingezet voor hun eigen apotheose (persoonsverheerlijking).","Een held (mannelijk) of heldin (vrouwelijk) is een bestaand, fictief of historisch persoon die, wanneer geconfronteerd met gevaar en rampspoed of vanuit een zwakke positie, moed en de bereidheid tot betoont voor een grotere zaak. Aanvankelijk had dit heldendom vaak te maken met strijd of het uitblinken in iets, maar later werd dit uitgebreid tot een meer algemeen moreel uitblinken.","een held (mannelijk) of heldin (vrouwelijk) is een bestaand, fictief of historisch persoon die, wanneer geconfronteerd met gevaar en rampspoed, moed en de bereidheid tot zelfopoffering betoont voor een grotere "
Nachtvogel,"Nachtvogels is een informele term die gebruikt wordt om vogels aan te duiden die overdag slapen en schemer- nachtactief zijn. Nachtvogels vormen dus geen biologische groep van vogels en ook leidt de naam niet zelden tot verwarring. De uilen worden vaak als nachtvogels bestempeld maar niet alle uilen zijn nachtactief. Vogels worden onafhankelijk van de verwantschap op verschillende manieren ingedeeld, zie ook trekvogel, standvogel en zeevogel.","Nachtvogels is een informele term die gebruikt wordt om vogels aan te duiden die overdag slapen en schemer- nachtactief zijn. Nachtvogels vormen dus geen biologische groep van vogels en ook leidt de naam niet zelden tot verwarring. De uilen worden vaak als nachtvogels bestempeld maar niet alle uilen zijn nachtactief. Vogels worden onafhankelijk van de verwantschap op verschillende manieren ingedeeld, zie ook trekvogel, standvogel en zeevogel.",Nachtvogels is een informele term die gebruikt wordt om vogels aan te duiden die overdag slapen en schemer- nachtactief zijn.
Epictetus,"Epictetus (Grieks: Ἐπίκτητος) was een Stoïcijns filosoof uit de 1e eeuw na Chr.; hij leefde van 50 tot ca. 130 na Chr. Samen met andere Romeinse filosofen als Seneca en Marcus Aurelius behoorde Epictetus tot de leidende figuren in de stoïsche filosofie in de eerste eeuwen na Christus. Hij werd als Griekse slaaf uit Hiërapolis (zuidwest-Anatolië) naar Rome gebracht, vrijgelaten en vervolgens verbannen. Na zijn vrijlating onderwees hij, aanvankelijk in Rome en later in Nikopolis (noordwest-Griekenland), de filosofie van de Stoa, in een door hem gestichte school.",Epictetus (Oudgrieks: Ἐπίκτητος) (50 - ca. 130 n.Chr.) Was een stoïcijns filosoof en wordt samen met onder andere Seneca en Marcus Aurelius tot een van de leidende figuren in de stoïsche filosofie uit de eerste eeuwen na Christus gerekend.,Epictetus (grieks: <unk>) was een Sto<unk>cijns filosoof uit de 1e eeuw na Chr.; hij leefde van 50 tot ca. 130 na Chr. Hij werd als Griekse slaaf uit Hi<unk>rapolis (zuidwest-Anatoli<unk>) naar 
Telepathie,"Onder telepathie (van het Oudgriekse τῆλε (tele), ver en παθος (pathos), gevoel) verstaat men het vermogen tot rechtstreekse overdracht van gedachten en gevoelens en van informatie op afstand zonder gebruik van taal of technische hulpmiddelen. Het wordt wel het ""zesde zintuig"" genoemd. Het woord ""telepathie"" is een samenstelling van het Griekse τηλε (tele, ver, op afstand) en πάθεια (patheia, ontvankelijkheid). Het bestaan van telepathie is nog nooit wetenschappelijk aangetoond, en het fenomeen wordt dan ook vooral geassocieerd met het paranormale.","Onder telepathie (van het Oudgriekse τῆλε (tele), ver en παθος (pathos), gevoel) verstaat men het vermogen tot rechtstreekse overdracht van gedachten en gevoelens en van informatie op afstand zonder gebruik van taal of technische hulpmiddelen. Het woord \""telepathie\"" is een samenstelling van het Griekse τηλε (tele, ver, op afstand) en πάθεια (patheia, ontvankelijkheid). Telepathie wordt ook wel het \""zesde zintuig\"" genoemd, omdat geen gebruik zou worden gemaakt van de vijf normale zintuigen van de mens: gezichtsvermogen, gehoor, reukzin, smaakzin en tastzin. Het bestaan van telepathie is nog nooit wetenschappelijk aangetoond, en het fenomeen wordt dan ook vooral geassocieerd met het paranormale.","telepathie verstaat men het vermogen tot rechtstreekse overdracht van gedachten en gevoelens zonder gebruik van taal of technische hulpmiddelen. het woord ""telepathie"" is een samenstelling van het Griekse <unk> (tele, ver, o"
Zoon_van_Gorbonianus,"Een zoon van Gorbonianus was volgens de legende, zoals beschreven door Geoffrey of Monmouth, koning van Brittannië van 291 v.Chr. - 289 v.Chr. Zijn naam is niet bekend. Er wordt vermeld dat hij een goede en eerlijke koning was, die heerste in de trend van zijn voorganger en oom Elidurus.Na zijn dood werd hij opgevolgd door zijn neef Marganus II, de zoon van Archgallo.","Een zoon van Gorbonianus was volgens de legende, zoals beschreven door Geoffrey of Monmouth, koning van Brittannië van 291 v.Chr. - 289 v.Chr. Zijn naam is niet bekend. Er wordt vermeld dat hij een goede en eerlijke koning was, die heerste in de trend van zijn voorganger en oom Elidurus.Na zijn dood werd hij opgevolgd door zijn neef Marganus II, de zoon van Archgallo.","zoon van Gorbonianus was volgens de legende, zoals beschreven door Geoffrey of Monmouth, koning van Brittanni<unk> van 291 v.Chr. - 289 v.Chr."
1665,Het jaar 1665 is het 65e jaar in de 17e eeuw volgens de christelijke jaartelling.,Het jaar 1665 is het 65e jaar in de 17e eeuw volgens de christelijke jaartelling.,1665 is het 65e jaar in de 17e eeuw volgens de christiane jaartelling. het jaar 1665 is het 65e jaar in de 17e eeuw.
