"url","abstract","T5","BART","BART-CNN"
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Racing","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance, but it can be any other task involving speed to reach a specific goal. A race may be run continuously from start to finish or may be made of several segments called heats, stages or legs. A heat is usually run over the same course at different times. A stage is a shorter section of a much longer course or a time trial. Early records of races are evident on pottery from ancient Greece, which depicted running men vying for first place. A chariot race is described in Homer's Iliad.","in sport, racing is a competition of speed, against an objective criterion. the competitors in a race try to complete a given task in the shortest amount of time. a race may be run continuously from start to finish or may be made of several segments called heats, stages or legs.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance.","In sport, racing is a competition of speed, against an objective criterion, usually a clock or to a specific point. The competitors in a race try to complete a given task in the shortest amount of time. Typically this involves traversing some distance."
"Monmouth","Monmouth ( /ˈmɒnməθ/ MON-məth; Welsh: Trefynwy meaning ""town on the Monnow"") is a traditional county town in Monmouthshire, Wales. It is situated where the River Monnow meets the River Wye, within 2 miles (3.2 km) of the border with England. The town is 36 miles (58 km) northeast of Cardiff, and 127 miles (204 km) west of London. It is within the Monmouthshire local authority, and the parliamentary constituency of Monmouth. According to the 2001 census, its population was 8,877, increasing to 10,508 at the 2011 census. The town was the site of a small Roman fort, Blestium, and became established after the Normans built a castle here after 1067. Its mediaeval stone gated bridge is the only one of its type remaining in Britain. The castle later came into the possession of the House of Lancaster, and was the birthplace of King Henry V in 1387. In 1536, it became the county town of Monmouthshire.Monmouth later became a tourist centre at the heart of the Wye Valley, as well as a market town. It now acts as a shopping and service centre, and as a focus of educational and cultural activities for its surrounding rural area.","Monmouth is a traditional county town in monmouthshire, wales. it is situated where the River Monnow meets the River Wye. the town was the site of a small Roman fort, Blestium, and became established after the Normans built a castle.","Monmouth ( /ˈmɒnməθ/ MON-məth; Welsh: Trefynwy meaning ""town on the Monnow"") is a traditional county town in Monmouthshire, Wales. It is situated where the River Monnow meets the River Wye, within 2 miles (3.2 km) of the border with England.","Monmouth ( /ˈmɒnməθ/ MON-məth; Welsh: Trefynwy meaning ""town on the Monnow"") is a traditional county town in Monmouthshire, Wales. It is situated where the River Monnow meets the River Wye, within 2 miles (3.2 km) of the border with England."
"501","Year 501 (DI) was a common year starting on Monday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Avienus and Pompeius (or, less frequently, year 1254 Ab urbe condita). The denomination 501 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","year 501 (DI) was a common year starting on Monday of the Julian calendar. the year was known as the Year of the Consulship of Avienus and Pompeius. 501 has been used since the early medieval period.","I) was a common year starting on Monday (link will display the full calendar) of the Julian calendar","I) was a common year starting on Monday (link will display the full calendar) of the Julian calendar"
"309","Year 309 (CCCIX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Licinianus and Constantius (or, less frequently, year 1062 Ab urbe condita). The denomination 309 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","year 309 (CCCIX) was a common year starting on Saturday of the Julian calendar. it was known as the Year of the Consulship of Licinianus and Constantius. the denomination 309 for this year has been used since the early medieval period.","Year 309 (CCCIX) was a common year starting on Saturday (link will display the full calendar)","Year 309 (CCCIX) was a common year starting on Saturday (link will display the full calendar)"
"Optics","Optics is the branch of physics which involves the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it.  Optics usually describes the behaviour of visible, ultraviolet, and infrared light. Because light is an electromagnetic wave, other forms of electromagnetic radiation such as X-rays, microwaves, and radio waves exhibit similar properties. Most optical phenomena can be accounted for using the classical electromagnetic description of light. Complete electromagnetic descriptions of light are, however, often difficult to apply in practice. Practical optics is usually done using simplified models. The most common of these, geometric optics, treats light as a collection of rays that travel in straight lines and bend when they pass through or reflect from surfaces. Physical optics is a more comprehensive model of light, which includes wave effects such as diffraction and interference that cannot be accounted for in geometric optics. Historically, the ray-based model of light was developed first, followed by the wave model of light. Progress in electromagnetic theory in the 19th century led to the discovery that light waves were in fact electromagnetic radiation. Some phenomena depend on the fact that light has both wave-like and particle-like properties. Explanation of these effects requires quantum mechanics. When considering light's particle-like properties, the light is modelled as a collection of particles called ""photons"". Quantum optics deals with the application of quantum mechanics to optical systems.Optical science is relevant to and studied in many related disciplines including astronomy, various engineering fields, photography, and medicine (particularly ophthalmology and optometry). Practical applications of optics are found in a variety of technologies and everyday objects, including mirrors, lenses, telescopes, microscopes, lasers, and fibre optics.","optics usually describes the behaviour of visible, ultraviolet, and infrared light. most optical phenomena can be accounted for using the classical electromagnetic description of light. quantum optics deals with the application of quantum mechanics to optical systems.","Optics is the branch of physics which involves the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it","Optics is the branch of physics which involves the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it"
"Mainz","Mainz (/maɪnts/; [maɪ̯nt͡s]; Latin: Mogontiacum) (French: Mayence), formerly known in English as Mentz, is the capital of the state of Rhineland-Palatinate in Germany. It was the capital of the Electorate of Mainz at the time of the Holy Roman Empire. In antiquity Mainz was a Roman fort city which commanded the west bank of the Rhine and formed part of the northernmost frontier of the Roman Empire; it was founded as a military post by the Romans in the late 1st century BC and became the provincial capital of Germania Superior. The city is located on the river Rhine at its confluence with the Main opposite Wiesbaden, in the western part of the Frankfurt Rhine-Main; in the modern age, Frankfurt shares much of its regional importance.The city is famous as the home of the invention of the movable-type printing press, as the first books printed using movable type were manufactured in Mainz by Gutenberg in the early 1450s. Until the twentieth century, Mainz was usually referred to in English as Mayence.","Mainz (/ma<unk>nts/; [ma<unk>nt<unk>s]) is the capital of the state of Rhineland-Palatinate in Germany. it was the capital of the Electorate of Mainz at the time of the Holy Roman Empire. the city is famous as the home of the invention of the movable-type printing press.","Mainz (/maɪnts/; [maɪ̯nt͡s]; Latin: Mogontiacum) (French: Mayence), formerly known in English as Mentz, is the capital of the state of Rhineland-Palatinate in Germany. It was the capital of the Electorate of Mainz at the time of the Holy Roman Empire","Mainz (/maɪnts/; [maɪ̯nt͡s]; Latin: Mogontiacum) (French: Mayence), formerly known in English as Mentz, is the capital of the state of Rhineland-Palatinate in Germany. It was the capital of the Electorate of Mainz at the time of the Holy Roman Empire"
"Cruiser","A cruiser is a type of warship. The term has been in use for several hundred years, and has had different meanings throughout this period. During the Age of Sail, the term cruising referred to certain kinds of missions – independent scouting, raiding or commerce protection – fulfilled by a frigate or sloop, which were the cruising warships of a fleet. In the middle of the 19th century, cruiser came to be a classification for the ships intended for this kind of role, though cruisers came in a wide variety of sizes, from the small protected cruiser to armored cruisers that were as large (although not as powerful) as a battleship. By the early 20th century, cruisers could be placed on a consistent scale of warship size, smaller than a battleship but larger than a destroyer. In 1922, the Washington Naval Treaty placed a formal limit on cruisers, which were defined as warships of up to 10,000 tons displacement carrying guns no larger than 8 inches in calibre. These limits shaped cruisers up until the end of World War II. The very large battlecruisers of the World War I era were now classified, along with battleships, as capital ships. In the later 20th century, the obsolescence of the battleship left the cruiser as the largest and most powerful surface combatant. The role of the cruiser varied according to ship and navy, often including air defense, commerce raiding, and shore bombardment. The U.S. Navy in the Cold War period built guided-missile cruisers primarily designed to provide air defense, while the navy of the USSR built battlecruisers with heavy anti-ship missiles designed to sink NATO carrier task forces. Currently only six nations operate cruisers: the United States, Russia, South Korea, Japan, Greece, (the Greek cruiser Georgios Averof) is strictly ceremonially active, Peru (BAP Almirante Grau (CLM-81) is still in service with the Peruvian Navy, and is the last gun cruiser currently in service in any navy), though the line between cruisers and destroyers is once again blurred. New models of destroyers (for instance the Zumwalt class) are often larger and more powerful than cruiser classes they replace.","cruisers came in a wide variety of sizes, from the small protected cruiser to armored cruisers. the role of the cruiser varied according to ship and navy, often including air defense, commerce raiding, and shore bombardment. presently only six nations operate cruisers: the united states, Russia, south Korea, Japan, Greece.","A cruiser is a type of warship. The term has been in use for several hundred years,","A cruiser is a type of warship. The term has been in use for several hundred years,"
"Tornado","A tornado is a violently rotating column of air that is in contact with both the surface of the earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud. They are often referred to as twisters or cyclones,  although the word cyclone is used in meteorology, in a wider sense, to name any closed low pressure circulation. Tornadoes come in many shapes and sizes, but they are typically in the form of a visible condensation funnel, whose narrow end touches the earth and is often encircled by a cloud of debris and dust. Most tornadoes have wind speeds less than 110 miles per hour (180 km/h), are about 250 feet (80 m) across, and travel a few miles (several kilometers) before dissipating. The most extreme tornadoes can attain wind speeds of more than 300 miles per hour (480 km/h), stretch more than two miles (3 km) across, and stay on the ground for dozens of miles (more than 100 km). Various types of tornadoes include the landspout, multiple vortex tornado, and waterspout. Waterspouts are characterized by a spiraling funnel-shaped wind current, connecting to a large cumulus or cumulonimbus cloud. They are generally classified as non- supercellular tornadoes that develop over bodies of water, but there is disagreement over whether to classify them as true tornadoes. These spiraling columns of air frequently develop in tropical areas close to the equator, and are less common at high latitudes.  Other tornado-like phenomena that exist in nature include the gustnado, dust devil, fire whirls, and steam devil; downbursts are frequently confused with tornadoes, though their action is dissimilar. Tornadoes have been observed on every continent except Antarctica. However, the vast majority of tornadoes occur in the Tornado Alley region of the United States, although they can occur nearly anywhere in North America. They also occasionally occur in south-central and eastern Asia, northern and east-central South America, Southern Africa, northwestern and southeast Europe, western and southeastern Australia, and New Zealand. Tornadoes can be detected before or as they occur through the use of Pulse-Doppler radar by recognizing patterns in velocity and reflectivity data, such as hook echoes or debris balls, as well as through the efforts of storm spotters.There are several scales for rating the strength of tornadoes. The Fujita scale rates tornadoes by damage caused and has been replaced in some countries by the updated Enhanced Fujita Scale. An F0 or EF0 tornado, the weakest category, damages trees, but not substantial structures. An F5 or EF5 tornado, the strongest category, rips buildings off their foundations and can deform large skyscrapers. The similar TORRO scale ranges from a T0 for extremely weak tornadoes to T11 for the most powerful known tornadoes. Doppler radar data, photogrammetry, and ground swirl patterns (cycloidal marks) may also be analyzed to determine intensity and assign a rating.","a tornado is a violently rotating column of air that is in contact with both the surface of the earth and a cumulus cloud or, in rare cases, the base of a cumulus cloud. most tornadoes have wind speeds less than 110 miles per hour (180 km/h) and are about 250 feet (80 m) across. the most extreme tornadoes can attain wind speeds of more than 300 miles per hour (48","A tornado is a violently rotating column of air that is in contact with both the surface of the earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud. They are often referred to as twisters or cyclones, although the word cyclone is used in meteorology, in a wider sense, to name any closed low pressure circulation.","A tornado is a violently rotating column of air that is in contact with both the surface of the earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud. They are often referred to as twisters or cyclones, although the word cyclone is used in meteorology, in a wider sense, to name any closed low pressure circulation."
"270","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita). The denomination 270 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","year 270 (CCLXX) was a common year starting on Saturday of the Julian calendar. year was known as the Year of the Consulship of antiochianus and orfitus. the denomination 270 for this year has been used since the early medieval period.","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita).","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita)."
"270","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita). The denomination 270 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","year 270 (CCLXX) was a common year starting on Saturday of the Julian calendar. year was known as the Year of the Consulship of antiochianus and orfitus. the denomination 270 for this year has been used since the early medieval period.","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita).","Year 270 (CCLXX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar. At the time, it was known as the Year of the Consulship of Antiochianus and Orfitus (or, less frequently, year 1023 Ab urbe condita)."
"Baseball","Baseball is a bat-and-ball game played between two teams of nine players each who take turns batting and fielding. The offense attempts to score runs by hitting a ball that is thrown by the pitcher with a bat swung by the batter, then running counter-clockwise around a series of four bases: first, second, third, and home plate. A run is scored when a player advances around the bases and returns to home plate. Players on the batting team take turns hitting against the pitcher of the fielding team, which tries to prevent runs by getting hitters out in any of several ways. A player on the batting team who reaches a base safely can later attempt to advance to subsequent bases during teammates' turns batting, such as on a hit or by other means. The teams switch between batting and fielding whenever the fielding team records three outs. One turn batting for both teams, beginning with the visiting team, constitutes an inning. A game comprises nine innings, and the team with the greater number of runs at the end of the game wins. Baseball is the only major team sport in America with no game clock, although almost all games end in the ninth inning. Evolving from older bat-and-ball games, an early form of baseball was being played in England by the mid-18th century. This game was brought by immigrants to North America, where the modern version developed. By the late 19th century, baseball was widely recognized as the national sport of the United States. Baseball is now popular in North America and parts of Central and South America, the Caribbean, and East Asia.In the United States and Canada, professional Major League Baseball (MLB) teams are divided into the National League (NL) and American League (AL), each with three divisions: East, West, and Central. The major league champion is determined by playoffs that culminate in the World Series. The top level of play is similarly split in Japan between the Central League and Pacific Leagues and in Cuba between the West League and East League.","baseball is a bat-and-ball game played between two teams of nine players each. the offense attempts to score runs by hitting a ball with a bat swung by the batter. the fielding team tries to prevent runs by getting hitters out in any of several ways.","Baseball is a bat-and-ball game played between two teams of nine players each who take turns batting and fielding. The offense attempts to score runs by hitting a ball that is thrown by the pitcher with a bat swung by the batter, then running counter-clockwise around a series of four bases: first, second, third, and home plate.","Baseball is a bat-and-ball game played between two teams of nine players each who take turns batting and fielding. The offense attempts to score runs by hitting a ball that is thrown by the pitcher with a bat swung by the batter, then running counter-clockwise around a series of four bases: first, second, third, and home plate."
"Pohnpei","Pohnpei ""upon (pohn) a stone altar (pei)"" (formerly known as Ponape) is the name of an island of the Senyavin Islands which are part of the larger Caroline Islands group. It belongs to Pohnpei State, one of the four states in the Federated States of Micronesia (FSM). Palikir, the FSM's capital, is located on Pohnpei Island. Pohnpei Island is the largest, highest, most populous, and most developed single island in the FSM. The islanders of Pohnpei have a reputation as being the most welcoming of outsiders among residents of the island group.[citation needed]Pohnpei also contains a wealth of biodiversity. It is also one of the wettest places on earth with annual recorded rainfall exceeding 300 inches (7,600 mm) each year in certain mountainous locations. It is home to the ka tree (Terminalia carolinensis) found only on this island and Kosrae.","Pohnpei is the largest, highest, most populous, and most developed single island in the FSM. it is home to the ka tree (Terminalia carolinensis) found only on this island and Kosrae. it is also one of the wettest places on earth with annual rainfall exceeding 300 inches (7,600 mm) each year.","Pohnpei (formerly known as Ponape) is the name of an island of the Senyavin Islands which are part of the larger Caroline Islands group. It belongs to Pohnpei State, one of the four states in the Federated States of Micronesia (FSM).","Pohnpei (formerly known as Ponape) is the name of an island of the Senyavin Islands which are part of the larger Caroline Islands group. It belongs to Pohnpei State, one of the four states in the Federated States of Micronesia (FSM)."
"Library","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.  It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.  A library's collection can include books, periodicals, newspapers, manuscripts, films, maps, prints, documents, microform, CDs, cassettes, videotapes, DVDs, Blu-ray Discs, e-books, audiobooks, databases, and other formats. Libraries range in size from a few shelves of books to several million items. In Latin and Greek, the idea of bookcase is represented by Bibliotheca and Bibliothēkē (Greek: βιβλιοθήκη): derivatives of these mean library in many modern languages, e.g. French bibliothèque. The first libraries consisted of archives of the earliest form of writing—the clay tablets in cuneiform script discovered in Sumer, some dating back to 2600 BC. Private or personal libraries made up of written books appeared in classical Greece in the 5th century BC. In the 6th century, at the very close of the Classical period, the great libraries of the Mediterranean world remained those of Constantinople and Alexandria.A library is organized for use and maintained by a public body, an institution, a corporation, or a private individual. Public and institutional collections and services may be intended for use by people who choose not to—or cannot afford to—purchase an extensive collection themselves, who need material no individual can reasonably be expected to have, or who require professional assistance with their research. In addition to providing materials, libraries also provide the services of librarians who are experts at finding and organizing information and at interpreting information needs. Libraries often provide quiet areas for studying, and they also often offer common areas to facilitate group study and collaboration. Libraries often provide public facilities for access to their electronic resources and the Internet. Modern libraries are increasingly being redefined as places to get unrestricted access to information in many formats and from many sources. They are extending services beyond the physical walls of a building, by providing material accessible by electronic means, and by providing the assistance of librarians in navigating and analyzing very large amounts of information with a variety of digital tools.","a library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. libraries range in size from a few shelves of books to several million items. modern libraries are increasingly being redefined as places to get unrestricted access to information.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both."
"Library","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.  It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.  A library's collection can include books, periodicals, newspapers, manuscripts, films, maps, prints, documents, microform, CDs, cassettes, videotapes, DVDs, Blu-ray Discs, e-books, audiobooks, databases, and other formats. Libraries range in size from a few shelves of books to several million items. In Latin and Greek, the idea of bookcase is represented by Bibliotheca and Bibliothēkē (Greek: βιβλιοθήκη): derivatives of these mean library in many modern languages, e.g. French bibliothèque. The first libraries consisted of archives of the earliest form of writing—the clay tablets in cuneiform script discovered in Sumer, some dating back to 2600 BC. Private or personal libraries made up of written books appeared in classical Greece in the 5th century BC. In the 6th century, at the very close of the Classical period, the great libraries of the Mediterranean world remained those of Constantinople and Alexandria.A library is organized for use and maintained by a public body, an institution, a corporation, or a private individual. Public and institutional collections and services may be intended for use by people who choose not to—or cannot afford to—purchase an extensive collection themselves, who need material no individual can reasonably be expected to have, or who require professional assistance with their research. In addition to providing materials, libraries also provide the services of librarians who are experts at finding and organizing information and at interpreting information needs. Libraries often provide quiet areas for studying, and they also often offer common areas to facilitate group study and collaboration. Libraries often provide public facilities for access to their electronic resources and the Internet. Modern libraries are increasingly being redefined as places to get unrestricted access to information in many formats and from many sources. They are extending services beyond the physical walls of a building, by providing material accessible by electronic means, and by providing the assistance of librarians in navigating and analyzing very large amounts of information with a variety of digital tools.","a library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. libraries range in size from a few shelves of books to several million items. modern libraries are increasingly being redefined as places to get unrestricted access to information.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both."
"Library","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.  It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.  A library's collection can include books, periodicals, newspapers, manuscripts, films, maps, prints, documents, microform, CDs, cassettes, videotapes, DVDs, Blu-ray Discs, e-books, audiobooks, databases, and other formats. Libraries range in size from a few shelves of books to several million items. In Latin and Greek, the idea of bookcase is represented by Bibliotheca and Bibliothēkē (Greek: βιβλιοθήκη): derivatives of these mean library in many modern languages, e.g. French bibliothèque. The first libraries consisted of archives of the earliest form of writing—the clay tablets in cuneiform script discovered in Sumer, some dating back to 2600 BC. Private or personal libraries made up of written books appeared in classical Greece in the 5th century BC. In the 6th century, at the very close of the Classical period, the great libraries of the Mediterranean world remained those of Constantinople and Alexandria.A library is organized for use and maintained by a public body, an institution, a corporation, or a private individual. Public and institutional collections and services may be intended for use by people who choose not to—or cannot afford to—purchase an extensive collection themselves, who need material no individual can reasonably be expected to have, or who require professional assistance with their research. In addition to providing materials, libraries also provide the services of librarians who are experts at finding and organizing information and at interpreting information needs. Libraries often provide quiet areas for studying, and they also often offer common areas to facilitate group study and collaboration. Libraries often provide public facilities for access to their electronic resources and the Internet. Modern libraries are increasingly being redefined as places to get unrestricted access to information in many formats and from many sources. They are extending services beyond the physical walls of a building, by providing material accessible by electronic means, and by providing the assistance of librarians in navigating and analyzing very large amounts of information with a variety of digital tools.","a library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. libraries range in size from a few shelves of books to several million items. modern libraries are increasingly being redefined as places to get unrestricted access to information.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.","A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing. It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both."
"Winfield_Scott","Winfield Scott (June 13, 1786 – May 29, 1866) was a United States Army general, and unsuccessful presidential candidate of the Whig Party in 1852. Known as ""Old Fuss and Feathers"" and the ""Grand Old Man of the Army,"" he served on active duty as a general longer than any other man in American history, and many historians rate him the best American commander of his time. Over the course of his 53-year career, he commanded forces in the War of 1812, the Black Hawk War, the Mexican-American War, the Second Seminole War, and, briefly, the American Civil War, conceiving the Union strategy known as the Anaconda Plan that would be used to defeat the Confederacy. He served as Commanding General of the United States Army for twenty years, longer than any other holder of the office.A national hero after the Mexican-American War, he served as military governor of Mexico City. Such was his stature that, in 1852, the United States Whig Party passed over its own incumbent President of the United States, Millard Fillmore, to nominate Scott in that year's United States presidential election. At a height of 6'5"", he remains the tallest man ever nominated by a major party. Scott lost to Democrat Franklin Pierce in the general election, but remained a popular national figure, receiving a brevet promotion in 1855 to the rank of lieutenant general, becoming the second American since George Washington to hold that rank.","general winfield scott served on active duty longer than any other man in american history. he commanded forces in the war of 1812, the blackhawk war, the Mexican-American war, the second seminole war. a national hero after the Mexican-American war, he served as military governor of Mexico city.","Winfield Scott was a United States Army general, and unsuccessful presidential candidate of the Whig Party in 1852. He served as Commanding General of the United States Army for twenty years, longer than any other holder of the office.","Winfield Scott was a United States Army general, and unsuccessful presidential candidate of the Whig Party in 1852. He served as Commanding General of the United States Army for twenty years, longer than any other holder of the office."
"703","Year 703 (DCCIII) was a common year starting on Monday (link will display the full calendar) of the Julian calendar. The denomination 703 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","the year 703 (DCCIII) was a common year starting on Monday of the Julian calendar. the denomination 703 for this year has been used since the early medieval period. the roman numerals 702 and 703 were first used in the 12th century.","Year 703 (DCCIII) was a common year starting on Monday (link will display the full calendar) of the Julian calendar. The denomination 703 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years.","Year 703 (DCCIII) was a common year starting on Monday (link will display the full calendar) of the Julian calendar. The denomination 703 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years."
"Dordogne","Dordogne ([dɔʁ.dɔɲ]; Occitan: Dordonha) is a department in southwestern France, with its prefecture in Périgueux. The department is located in the region of Aquitaine between the Loire Valley and the Pyrenees, and is named after the great Dordogne river that runs through it. It roughly corresponds with the ancient county of Périgord.","Dordogne is a department in southwestern france, with its prefecture in Périgueux. the department is named after the great Dordogne river that runs through it.","Dordogne ([dɔʁ.dɔɲ]; Occitan: Dordonha) is a department in southwestern France, with its prefecture in Périgueux. The department is located in the region of Aquitaine between the Loire Valley and the Pyrenees, and is named after the great Dordogne river that runs through it. It roughly corresponds with the ancient county of Périgord.","Dordogne ([dɔʁ.dɔɲ]; Occitan: Dordonha) is a department in southwestern France, with its prefecture in Périgueux. The department is located in the region of Aquitaine between the Loire Valley and the Pyrenees, and is named after the great Dordogne river that runs through it. It roughly corresponds with the ancient county of Périgord."
"Aegina","Aegina (/iːˈdʒaɪnə/; Greek: Αίγινα, Aígina [ˈeʝina]) is one of the Saronic Islands of Greece in the Saronic Gulf, 27 km (17 mi) from Athens. Tradition derives the name from Aegina the mother of the hero Aeacus, who was born on the island and became its king. During ancient times Aegina was a rival of Athens, the great sea power of the era.","Aegina is one of the Saronic Islands of Greece in the Saronic Gulf, 27 km (17 mi) from athens. tradition derives the name from Aegina the mother of the hero aeacus. During ancient times Aegina was a rival of athens, the great sea power of the era.","The name Aegina derives the name from Aegina the mother of the hero Aeacus, who was born on the island and became its king. During ancient times Aegina was a rival of Athens, the great sea power of the era.","The name Aegina derives the name from Aegina the mother of the hero Aeacus, who was born on the island and became its king. During ancient times Aegina was a rival of Athens, the great sea power of the era."
